id,tags,templates
24,Business_to_attract_buyer_attention,"
Hi [Prospect],
Hope you had a good weekend (been well, etc.*).
Not sure if you've been really slammed or you've decided to hold off for now, but I wanted to see if you might have any feedback on our proposal?
Certainly, no rush on our end — I don't want to become a pest if you'd prefer I hold off on contact.
I also thought you might have some interest in a recent post on [a post specific to the prospect's category, or if you don't have one, a category-specific, third-party article]. You can read it here: [link].
Look forward to hearing from you.
Thanks,
[Your Name]
"
25,Business_to_attract_buyer_attention,"
Hi [Prospect],
I've tried to reach out a few times now without a reply. Usually when this happens, it means my offer is not a priority right now. Is it safe for me to assume that's the case here?
If it is, I won't bother you anymore. If you'd rather I follow up in a month or two when you have more bandwidth, I'm happy to do that as well.
Thanks for your time.
Regards,
[Your Name]
"
26,Business_Cold_email_to_B2B_customer,"
Hello [Prospect Name],
I have an idea that I can explain in 10 minutes that can get [company] its next 100 best customers.
I recently used this idea to help our client [SaaS company/competitor] almost triple their monthly run rate.
[First name], let's schedule a quick 10-minute call so I can share the idea with you. When works best for you?
-[Name]
"
27,Business_Cold_email_to_B2B_customer,"
Hi [First Name],
Quick question: Who handles your team's marketing budget at
America Station? They'll want to look into this marketing tool before the end of the quarter — it could help the team hit those lead KPIs in just a few weeks and save your business (and your customers) a lot of money doing it.
I know you're busy, so I won't get into the details of how Voodoo Vox works right now. But I do want to highlight the benefits we see consistently with our clients:

increased store revenue from text message coupons
user-friendly dashboard to measure results
targeted advertisements so you only pay for the people you want to reach

Some of our top clients include Burger King, P&G and Chili’s.
I want America Station to join this list.
If you are the appropriate person to speak with, what does your calendar look like this week? If not, who would benefit most from this conversation?
Thanks,
[Your Name]
"
28,Business_Cold_email_to_B2B_customer,"
Hi [First Name],
Just left a quick message at the office for you. I chuckled a little bit when I got an automated email this morning from your predecessor, [NAME OF PREDECESSOR] who we worked with briefly, and before him, [OTHER FORMER COWORKER NAME], who we worked with as well ...
First and foremost, congrats on coming into this new role! I'm sure you've got a lot going on - so this conversation might be timely or not. If you're stressed, this is my go-to.
My role here is working with businesses (in the area) on how they can effectively and efficiently drive more traffic to their website, increase conversions, and nurture leads into customers.
How has your first month kicked off so far?
- [Your Name]
"
29,Business_Cold_email_to_B2B_customer,"
Hi [First Name],
I saw you recently downloaded a whitepaper about X. I've worked with similar companies in [Y field/industry] and I thought I'd reach out.
[Prospect's Company] looks like a great fit for [Your Company] and I'd love to understand what your goals are for this year.
We often help companies like yours grow with:

X solution/result
Y solution/result
Z solution/result

If you'd like to learn how [Your Company] can help you reach [X goals], feel free to book time on my calendar here: [Meeting Link]
Thanks,
[Your Name]
"
30,Business_Cold_email_to_B2B_customer,"
Hi [First Name],
I'd like to introduce myself as your resource here at [Your Company Name]. I work with businesses in the [software, healthcare, nonprofit, education, etc.] industry, and noticed you visited our website in the past.
This inspired me to spend a few minutes on [Prospect's Company] website to learn more about how you're approaching [X strategy for customer service, sales, marketing, etc.]. I noticed some areas of opportunity and decided to reach out to you directly.
[Your Company] is working with similar companies in your industry, such as [X Company Name], to help them accomplish [Y goals], and giving them the [Z tools/solutions] to succeed.
Do you have 15 minutes to discuss [Prospect's Company] this week?
If so, you can book time directly onto my calendar here: [Meetings Link]
Looking forward to meeting,
[Your Name]
"
31,Business_Cold_email_to_B2B_customer,"
Hello Dr. [Last Name],
I'm following up on my previous email with a free tool I think you'll love.
It's a brand analysis survey I created just for you (literally, your name is on it), that will help you understand how your practice is different from other doctors in [insert city they're in].
Click here to begin the brand differentiation analysis survey. When we speak, I'll benchmark your responses against the top physician brands around the country.
I'm sharing my calendar (click here) so we can schedule a convenient time to discuss.
Enjoy your weekend,
[Your Name]
"
32,Business_Cold_email_to_B2B_customer,"
Hi [First Name],
Sorry I missed you on the phone today, I was calling because…. (leave a one sentence reason for your call, or the name of the referral / event that introduced you)
In my voice mail, I mentioned that I will call you back on [DATE] at [TIME] and of course you can always reach me before then at [YOUR PHONE NUMBER].
I look forward to connecting.
Cheers,
[Your name]
"
33,Business_Cold_email_to_B2B_customer,"
[First Name],
Hope all is well. I had put a reminder in to check-in with you to see how things were going with the [NAME OF CAMPAIGN] initiatives. We had discussed a potential partnership a few months ago, but hadn't been able to formalize our recommended engagement.
We would love to catch up and see if there are any opportunities to engage with you and help with your [DEPARTMENT (eCommerce, marketing, etc.) ] strategy. Let me know if you have some time to reconnect this week and catch up business owner to business owner on where you see things and I can provide some ideas on where we can help.
Look forward to hearing from you.
[Your name]
"
34,Service_Sales,"
Hi [prospect name],
I checked out your website, and it looks like you might be trying to [accomplish X specific goal]. Without making any assumptions about your business goals, I believe [Y] might play a pivotal role in your success.
If you’re unfamiliar with [company], our solution helps businesses in [prospect company's] space with three main goals:

[Goal #1]
[Goal #2]
[Goal #3]

Are you free in the next few days for a call to discuss [prospect company's] strategy for [business area]?
Best,
[Your name]
"
35,Service_Sales,"
Hi [prospect name],
I'm sending this note to introduce myself as your resource here at [company]. I work with small businesses in [prospect company's] space, and noticed that your colleagues had stopped by our website in the past.
This inspired me to spend a few minutes on your site to gain a better understanding of how you are [handling strategy for business area]. In doing so, I noticed a few areas of opportunity and felt compelled to reach out to you directly.
[Company] is working with similar companies in your industry, such as [X], helping them [accomplish Y], while providing them with the tools to [manage Z].
When do you have 15 minutes to connect today?
Please also feel free to book time directly onto my calendar here: [Meetings link].
Thanks,
[Your name]
"
36,Service_Sales,"
Hi [prospect name],
I'll keep this short and sweet to make the 26 seconds it takes to read this worth your time (yes, I timed it.)
As a [job title] at [company], I get to speak with people like you about [achieving X]. [Prospect company] is on my radar because we've helped a lot of companies in [X space] with [business area].
Could we schedule a 15- to 20-minute call to discuss your strategy for [Y] — what excites you, which challenges you see, and how you envision your plan changing down the road? Even if you decide not to continue the conversation after our call, you'll leave with some advice for [business area] that will make an immediate impact.
Best,
[Your name]
"
37,Service_Sales,"
[Name],
I saw that you were checking out [product], and wanted to give you a quick shout after checking out the [prospect company] site. The last thing I want to do is waste your time or mine, but I thought it would be helpful to quickly speak and learn a bit more about what you hope to get from [product], and share some best practices.
Most of our successful users will have a quick set up like this to get things started in the right direction.
Is there a good time for you today or the next few days? You can book some time directly on my calendar here: [Meetings link].
Best,
[Your name]
P.S. Thought you might like this as well while getting started:

[Helpful link #1]
[Helpful link #2]

"
38,Service_Sales,"
Hi [prospect name],
Your [LinkedIn description, company’s recognition in the Inc. 500, connection with XYZ colleague] inspired me to reach out. Other staffing firms like A, B, and C leverage [product] to [accomplish X and Y].
Within six months of working with [company], client [saw X results]. I’d be happy to share a few ideas about how [prospect company] could accomplish the same.
If you’re open to it, when would be a convenient time to chat? Say, [XYZ time]?
[Your name]
"
39,Service_Sales,"
Hi [prospect name],
I noticed you requested a demo of [product]. I work with companies in your area, and my goal is to be helpful during your evaluation process.
Our demos are two parts. The first is a conversation focused around helping me to understand what you're hoping [company] can help with, as well as your strategy and goals in general, so then I can customize your demo accordingly.
To get started, you can book time on my calendar here: [Meetings link].
Looking forward to connecting,
[Your name]
"
40,Service_Sales,"
Hi [prospect name],
I saw that [prospect company] is using [tool], and your team currently has [X number of] people accomplishing [Y]. I'm happy to share some best practices related to our products with you and the team. There are also a number of features we use with [product] that might be helpful for you or some colleagues. I also noticed [unique aspect of business].
Please pick a time on my calendar that works best for you and I'll follow up: [Meetings link].
[Your name]
"
41,Service_Sales,"
Following up on my last email, I wanted to see if [increasing X, decreasing Y] was something you'd be interested in discussing.
[Company] offers tools for [business area] that include the following:

[Feature #1 and why it's helpful]
[Feature #2 and why it's helpful]
[Feature #3 and why it's helpful]

I'd be happy to give you a brief walk-through of the tools so you can evaluate whether there might be a broader application to leverage these tools at your company.
What do you think?
[Your name]
"
42,Service_Sales,"
Hi [prospect name],
Following up on my previous email, as they have a tendency to slip through the cracks. At the very least, I wanted to provide you with the top resources that your peers at other [prospect's industry] companies found helpful:

[Helpful link]
[Case study]

Would it be helpful if we scheduled 15-20 minutes to discuss how some of these topics may align with [prospect company's] strategy? Just book some time on my calendar here:
[Meetings link]
[Your name]
"
43,Service_Sales,"
Hi [prospect name],
Looks like we might not be meant for each other. But I still wanted to reach out to you one last time. I have a few suggestions on how [prospect company] can [accomplish X and Y]. If I don't hear back, I'll assume that the timing isn't right.
In the meantime, here are two resources I thought you might find valuable because [reason why they're relevant]:

[Link #1]
[Link #2]

Best,
[Your name]
"
44,Service_Sales,"
Hi [prospect name],
In our last call, you mentioned your interest in [insert interest area]. I was curious what advice you'd have for someone just getting started in [interest area]?
Thanks,
[Your name]
"
45,Service_Sales,"
Hello [prospect name],
We've been unable to connect for a few weeks now, and that usually means one of two things:

1. This isn't a priority for you and your company at the moment.
2. You've been busy and we should keep trying to connect.

If the answer is option one, I won't take up any more of your time. If the answer is option two, do you have time to connect tomorrow?
Thanks,
[Your name]
"
46,Service_Sales,"
Hey [prospect name],
I saw the [content medium] your company published about [subject].
I was impressed by how you managed to make such complex subject matter accessible without sacrificing thoroughness. [Reference to what they do].
I have experience at [helping companies with relevant assistance]. Would you be interested in chatting for twenty minutes this week?
Thanks,
[Your name]
"
47,Service_Sales,"
Hey [prospect name],
Congratulations on [recent achievement]!
What you're doing is going to do a lot for [their industry].
I'm looking forward to seeing where you go from here.
Regards,
[Your Name]
"
48,Service_Sales,"
Hey [Prospect],
A mutual contact of ours, [Referral partner], and I were recently discussing experts in [their field] whom I could reach out to for some insight about [topic].
You were the person who came to their mind immediately.
I'm writing an article about [topic].
Would you be willing to review it?
Best,
[Your name]
"
49,Service_Sales,"
Hi [prospect],
Hope all is well. I had put a reminder in to check-in with you to see how things were going with the [name of campaign] initiatives. We had discussed a potential partnership a few months ago, but hadn't been able to formalize our recommended engagement.
We would love to catch up and see if there are any opportunities to engage with you and help with your [department (eCommerce, marketing, etc.) ] strategy. Let me know if you have some time to reconnect this week and catch up business owner to business owner on where you see things and I can provide some ideas on where we can help.
Look forward to hearing from you.
Best,
[your name]
"
50,Service_Sales,"
Hey [Prospect],
Thanks so much for accepting my request on LinkedIn. Quite excited to follow your professional growth in the next few years!
I’d love to hear more about what you do in your role. I’m in [industry], and I think [product] can help you achieve [X, Y, and Z] in your company. I was once a [their current role], and I know how hard it is to [achieve a goal related to your product]. Do you have ten minutes this week to chat?
Best,
[your name]
"
51,Service_Sales,"
Hey [prospect],
Did you go to [college]? I graduated in [year]. It’s so great to connect with a [college] grad! Do you remember [interesting / unique feature of your university]?
I see that you’re in [field/industry/role] now. How did you get to this role? What would you say is your biggest challenge?
Best,
[your name]
"
52,Service_Sales,"
Hi [prospect],
I hope you’re well and that you enjoyed your vacation!
If you remember, we had a conversation a few weeks ago about [product or service]. You’d told me you’d need a few weeks to get the go-ahead from your manager.
Would you have some time next week to catch up?
Best,
[Your name]
P.S. Check out this resource I put together for your team. [link]
"
53,Service_Sales,"
Hi [prospect],
You and I briefly chatted on [social platform]. It’s so great to connect with you!
I really liked your comment about [specifics about their comment]. You seem like you’d be a great fit for our product, and I’d love to give you a quick walkthrough.
Are you available for twenty minutes this week?
Best,
[your name]
"
54,Business_Customer_service,"
Hi [Customer],
I'm so sorry that you had a negative experience with [product, service, or company department]. I've looked into the issue, and it seems that [briefly explain the reason for their bad experience, if applicable].
I've forwarded this issue to [head of the appropriate department], our [person's job title]. In the meantime, I'd like to offer a [discount/refund] for the inconvenience and will be checking in with you in a few days to update you on the status of [issue].
Once more, I sincerely apologize for the inconvenience. Please let me know if I can answer any questions, and I'd be happy to help!
Best,
[Your name]
"
55,Business_Customer_service,"
Hi [Customer],
Thank you so much for referring your friend [Friend's name] to us. I've enjoyed getting to know them and doing business with them. I'm so happy that you've stuck around with us for this long and brought your friend to share the experience with you.
We're lucky to have you. Thanks again for being such a fantastic customer! As a token of our appreciation, here's a [coupon/discount] for you to enjoy.
Cheers,
[Your name]
"
56,Business_Customer_service,"
Hey [Customer],
Thanks for your recent purchase with us! I hope you're enjoying your [product/service].
I'd love to hear more about your experience working with our team. Please fill out the following survey and give us your honest feedback. I promise it's short, and it'll help improve customers' experiences in the future.
I know your time is valuable, and I appreciate your attention.
Thanks,
[Your name]
<< Attach questionnaire >>
"
57,Business_Customer_service,"
[Customer],
I am so sorry to hear that you have had such a poor experience that you no longer want to work with us.
Customer satisfaction is always a number one priority for us. I'm deeply sorry that that wasn't clearly demonstrated to you.
As much as I hate to see you go, I completely understand how upset you must feel. I apologize again for any trouble we may have caused you. Good luck with your business, and I wish you all the best.
Let me know if you have any more questions, comments, or concerns.
Best,
[Your name]
"
58,Business_Customer_service,"
[Customer],
I am so sorry to hear that [provide a brief summary of their bad experience]. That should never have happened, and I completely understand how frustrating this must be for you. I will relay this message to the appropriate department.
We are prioritizing resolving [the issue they faced with your product, company, or service]. Our team is jumping on that problem right away, and I will let you know as soon as it's fixed.
I appreciate you letting me know about your negative experience. We strive to ensure every customer is satisfied with our business, and I apologize for any way in which we may have inconvenienced you.
Let me know if you have any more questions, comments, or concerns.
Best,
[Your name]
"
59,Business_Customer_service,"
Hey [Customer],
I hope you're enjoying your brand new product. I remember that you were torn between two versions, but I firmly believe you went with the perfect choice for you.
If you're interested, I'd love to hear more about how you're liking the product. Let me know some pros and cons and if there's any way I can be of assistance to guide you through this process. I'm here for whatever you need and look forward to hearing from you soon.
Cheers,
[Your name]
"
60,Business_Customer_service,"
Hey [Customer],
Thanks for reaching out! I'd be more than happy to help you.
Before we dive in, can you give me a little more context on the situation? When did this issue begin happening? Has it been occurring consistently, or does it happen on and off? Have you tried any solutions on your own?
These questions will help me find a more personalized solution to your problem.
Thanks,
[Your name]
"
61,Business_Customer_service,"
Hey [Customer],
I'm sorry to see you go. Doing business with you in the past [amount of years they've been with you] has been great. I've learned so much from you and have made several updates to our products based on your thorough, thoughtful feedback. I appreciate everything you've done to make our company the best it can be.
As you set onto a new path, don't forget about us! I'd love to hear about your successes in the future and the exciting growth your company inevitably will have.
Please keep in touch. Good luck with everything!
Cheers,
[Your name]
"
62,Business_Customer_service,"
Hi [Customer],
Welcome to [Your company]! I'm so excited to have you join us. We're feeling pretty lucky that you chose us, and I just wanna say thank you on behalf of our whole company.
To get you settled, I wanted to share with you some of our best resources so you can make the most out of your experience with us. Subscribe to our blog [add link] for some great tips and knowledge to be successful in your industry. Check out our Instagram [add link], Facebook [add link], and Twitter [add link] for your daily dose of industry news, advice, and behind-the-scenes looks.
If you're interested in learning more about your product, feel free to contact me or anyone else on our support team at any time. We're always here to help you in any way we can.
Cheers,
[Your name]
"
63,Business_Customer_service,"
Hey [Customer],
I'm [Your name], and I'm very excited to be your new Account Manager at [Your company]! I've heard great things about you from my teammates, and I'm hoping they've said some good things about me, too.
My role will be to guide you through anything you need. If you ever have questions, run into problems, consider an upgrade, or anything at all, I'm the one for the job. We will be working closely together, and I'll be helping you navigate your new product.
I'm looking forward to meeting you. Do you have a few minutes this week to chat?
Cheers,
[Your name]
"
64,Business_Customer_service,"
Dear [Customer],
After eight incredible years at [Your company], I'm excited to inform you that I have just accepted an offer to move on to [New company]. This new role will be an important player in advancing my career, and I couldn't feel more grateful for the opportunity.
However, that means that I will no longer be your Account Manager here. I have enjoyed watching you grow and cheering on your successes. Working with you has taught me so much, and I will carry this knowledge on to this next chapter in my life.
Luckily, I have an incredible replacement for you. [Replacement's name] is an outstanding Account Manager and a dear friend of mine. [She/he/they] has been working here for [amount of years] and has a lot to show for it. I genuinely believe you two will get along well and that [she/he/they] will be a huge support for you.
They will be emailing you in the next couple days with a warm greeting and plans for you to meet. I'm looking forward to hearing all about it.
Thank you again for being a great client for [amount of years]. I wish you all the best!
Thanks,
[Your name]
"
65,Business_Customer_service,"
Hi [Prospect],
I noticed that you seemed interested in [product name] on our website. If you have any questions, please feel free to reach out. I'd be happy to guide you through the different options.
If you're interested, I want to extend an offer for a free trial, as it can be tough to commit to a product from a mere description. Our free trial lasts 30 days and lets you navigate all premium features. It's a great chance to see which product is right for you and how much it can benefit you and your clients.
If you're interested, email me back or give me a call. I can talk you through all the details and get you set up.
Cheers,
[Your name]
"
66,Business_Customer_service,"
Hey [Customer],
I hope everything is going well with you and that you've had a great year navigating your product.
I noticed that your annual subscription is expiring on [date of expiration]. Are you interested in renewing your subscription? If you're weighing your options, I'd love to chat further with you to help you come to a decision. If you'd like to upgrade to a new product, we can discuss that, as well.
I look forward to hearing from you.
Cheers,
[Your name]
"
67,Business_Customer_service,"
Hi [Customer],
I'm so happy to hear that you're having a great experience with [product/service/company department]. Helping our customers help their customers has always been our goal.
Since I've loved getting to work with you these past few months, I was wondering if there was anyone you know who might benefit in a similar way? It would be a pleasure to help them achieve their goals.
I'm looking forward to it!
Thanks,
[Your name]
"
68,Business_Customer_service,"
Hi [Customer],
I hope you're having a great week so far! I saw you've started [details about how they're using your product] — it looks like you've achieved some impressive [details of the results they've achieved]. How are you enjoying working with the tool?
If you have any feedback or questions, don't hesitate to give me a call or shoot me an email, and I'll help you out!
If you'd like to share your experience using [Your company's tool], here are our pages on [review site] and [review site], where you can give us a rating and share your feedback to help other customers like you.
Thanks for your time, and give me a call if you have any questions!
[Your name]
"
69,Business_Customer_service,"
Hi [Customer],
I've processed your refund, and you should expect to see the amount appear in your bank account in the next couple of business days.
I'm sorry to hear that you didn't love your new product. I completely understand that it isn't for everyone.
If you're still on the search for the right choice for you, let me know. I'd be happy to talk you through some of our other options and see if any of them feel like a good fit. Thank you for your time and for giving us a try.
I hope to connect with you again in the near future.
Best,
[Your name]
"
70,Business_Customer_service,"
Hi [Customer],
Thanks for letting us know about this faulty product. We'll do our best to assess the problem and determine exactly what went wrong with your [product name].
In the meantime, please accept this replacement product that I've personally assessed for performance.
We'd like to offer our sincerest apologies for any inconvenience this may have caused. We hope you continue to enjoy using our product and we are happy to answer any questions or concerns you may have.
Please feel welcome to contact our support team at [phone number], or reply to this message and we'd be more than happy to help.
Thanks,
[Your name]
"
71,Business_Customer_service,"
Hi [Customer],
Thanks for reaching out.
Unfortunately, we can't offer a refund at this time. According to our policy, [policy description + explanation of why the policy is in place].
I've checked with my manager to confirm this policy, and while we can't offer a full refund, we can provide you with a discount of [discount amount] for the next time you shop in our stores.
We sincerely appreciate your understanding in this matter. Please feel welcome to reach out to me with any questions you may have and I would be more than happy to help.
Thanks again,
[Your name]
"
72,Business_Customer_service,"
Hi [Customer],
Thank you for providing us this feedback.
We sincerely apologize for the inconvenience this has caused and we appreciate your understanding in the matter. We know that [problem] has prevented you from achieving [customer's goal], and that we have fallen short of your expectations.
I have relayed this feedback to the rest of my team and can assure you that this mistake won't happen in the future. That said, if there's anything else that I can help you with at the moment, please feel welcome to reach out and I would be more than happy to help.
Thanks again,
[Your name]
"
